"time","ca.cyto.con","ca.jsr.con","ca.nsr.con","ca.sub.con","cal.i_ion","naca.i_ion","cal.i","naca.i"
0.0022,0.001350551926160067,0.06707470196411734,1.149317320600688,0.001384239879047038,-6.872438690489601e-11,-4.4362193452448e-11,-6.872438690489601e-11,-4.4362193452448e-11
0.0023,0.001353048886586961,0.06672498032227135,1.149476981189476,0.001393063671634546,-6.867393811826041e-11,-4.433696905913021e-11,-6.867393811826041e-11,-4.433696905913021e-11
0.0024,0.00135519050853193,0.06638085059032264,1.149636736726479,0.001401137802508207,-6.862347708043773e-11,-4.431173854021886e-11,-6.862347708043773e-11,-4.431173854021886e-11
0.0025,0.001356996437241469,0.0660421197900547,1.149796560631965,0.001408496412419089,-6.857300387288404e-11,-4.428650193644202e-11,-6.857300387288404e-11,-4.428650193644202e-11
0.0026,0.001358485615415941,0.06570860757956223,1.14995642797514,0.001415173036382514,-6.852251857702175e-11,-4.426125928851087e-11,-6.852251857702175e-11,-4.426125928851087e-11
0.0027,0.00135967626727622,0.06538014446860002,1.150116315383284,0.001421200505412793,-6.847202127423941e-11,-4.42360106371197e-11,-6.847202127423941e-11,-4.42360106371197e-11
0.0028,0.001360585884140538,0.0650565719949005,1.150276200950172,0.001426610850659759,-6.84215120458914e-11,-4.42107560229457e-11,-6.84215120458914e-11,-4.42107560229457e-11
0.0029,0.001361231214390068,0.06473774075139438,1.150436064148833,0.001431435217798461,-6.83709909732979e-11,-4.418549548664895e-11,-6.83709909732979e-11,-4.418549548664895e-11
0.003,0.001361628294766226,0.06442351002578268,1.150595885772878,0.001435703880961142,-6.832045813774452e-11,-4.416022906887226e-11,-6.832045813774452e-11,-4.416022906887226e-11
0.0031,0.001361792419074694,0.06411374728372919,1.150755647835404,0.001439446111123142,-6.826991362048218e-11,-4.413495681024109e-11,-6.826991362048218e-11,-4.413495681024109e-11
0.0032,0.001361738176780774,0.06380832857644989,1.150915333519339,0.001442690217735821,-6.821935750272691e-11,-4.410967875136345e-11,-6.821935750272691e-11,-4.410967875136345e-11
0.0033,0.001361479448381564,0.06350713649238822,1.151074927097609,0.001445463477748171,-6.816878986565954e-11,-4.408439493282977e-11,-6.816878986565954e-11,-4.408439493282977e-11
0.0034,0.001361029430192009,0.06321006037912538,1.151234413876375,0.001447792147380003,-6.811821079042561e-11,-4.40591053952128e-11,-6.811821079042561e-11,-4.40591053952128e-11
0.0035,0.001360400650759152,0.06291699549554104,1.151393780137062,0.001449701451811032,-6.80676203581351e-11,-4.403381017906755e-11,-6.80676203581351e-11,-4.403381017906755e-11
