"time","cell.cal.i_ion","cell.naca.i_ion","cell.cal.i","cell.naca.i"
0.274,-8.583067105254683e-12,-8.622874259361276e-12,-8.583067105254683e-12,-8.622874259361276e-12
0.2741,-8.605025386877473e-12,-8.62773473682885e-12,-8.605025386877473e-12,-8.62773473682885e-12
0.2742,-8.627094512222207e-12,-8.632628376557775e-12,-8.627094512222207e-12,-8.632628376557775e-12
0.2743,-8.649275369801506e-12,-8.637555432485478e-12,-8.649275369801506e-12,-8.637555432485478e-12
0.2744,-8.671568856039932e-12,-8.642516160868218e-12,-8.671568856039932e-12,-8.642516160868218e-12
0.2745,-8.69397587531518e-12,-8.647510820292084e-12,-8.69397587531518e-12,-8.647510820292084e-12
0.2746,-8.716497339998828e-12,-8.652539671683673e-12,-8.716497339998828e-12,-8.652539671683673e-12
0.2747,-8.739134170497043e-12,-8.657602978320926e-12,-8.739134170497043e-12,-8.657602978320926e-12
0.2748,-8.761887295290836e-12,-8.662701005843552e-12,-8.761887295290836e-12,-8.662701005843552e-12
0.2749,-8.784757650976103e-12,-8.667834022263435e-12,-8.784757650976103e-12,-8.667834022263435e-12
0.275,-8.807746182303427e-12,-8.673002297974851e-12,-8.807746182303427e-12,-8.673002297974851e-12
0.2751,-8.830853842217492e-12,-8.678206105764498e-12,-8.830853842217492e-12,-8.678206105764498e-12
0.2752,-8.854081591896382e-12,-8.683445720821378e-12,-8.854081591896382e-12,-8.683445720821378e-12
0.2753,-8.877430400790432e-12,-8.688721420746631e-12,-8.877430400790432e-12,-8.688721420746631e-12
0.2754,-8.900901246660854e-12,-8.694033485562989e-12,-8.900901246660854e-12,-8.694033485562989e-12
0.2755,-8.924496770224057e-12,-8.699382585374158e-12,-8.924496770224057e-12,-8.699382585374158e-12
0.2756,-8.948222016126093e-12,-8.704769953431906e-12,-8.948222016126093e-12,-8.704769953431906e-12
0.2757,-8.972073382603654e-12,-8.71019479779672e-12,-8.972073382603654e-12,-8.71019479779672e-12
0.2758,-8.996051960407648e-12,-8.715657426646638e-12,-8.996051960407648e-12,-8.715657426646638e-12
0.2759,-9.020158851782713e-12,-8.721158151306363e-12,-9.020158851782713e-12,-8.721158151306363e-12
0.276,-9.04439517054977e-12,-8.726697286265285e-12,-9.04439517054977e-12,-8.726697286265285e-12
0.2761,-9.068762042188024e-12,-8.732275149195378e-12,-9.068762042188024e-12,-8.732275149195378e-12
0.2762,-9.093260603916654e-12,-8.737892060968715e-12,-9.093260603916654e-12,-8.737892060968715e-12
0.2763,-9.117892004775869e-12,-8.743548345674841e-12,-9.117892004775869e-12,-8.743548345674841e-12
0.2764,-9.142657405707562e-12,-8.749244330637832e-12,-9.142657405707562e-12,-8.749244330637832e-12
0.2765,-9.167557979635501e-12,-8.754980346433136e-12,-9.167557979635501e-12,-8.754980346433136e-12
0.2766,-9.192594911544918e-12,-8.760756726904078e-12,-9.192594911544918e-12,-8.760756726904078e-12
0.2767,-9.217769398561764e-12,-8.766573809178217e-12,-9.217769398561764e-12,-8.766573809178217e-12
0.2768,-9.243082650031337e-12,-8.772431933683343e-12,-9.243082650031337e-12,-8.772431933683343e-12
0.2769,-9.268535887596411e-12,-8.778331444163183e-12,-9.268535887596411e-12,-8.778331444163183e-12
0.277,-9.294130345274927e-12,-8.784272687692952e-12,-9.294130345274927e-12,-8.784272687692952e-12
0.2771,-9.319867269537007e-12,-8.79025601469452e-12,-9.319867269537007e-12,-8.79025601469452e-12
0.2772,-9.345747919381672e-12,-8.796281778951296e-12,-9.345747919381672e-12,-8.796281778951296e-12
0.2773,-9.371773566412792e-12,-8.802350337622944e-12,-9.371773566412792e-12,-8.802350337622944e-12
0.2774,-9.397945494914606e-12,-8.808462051259627e-12,-9.397945494914606e-12,-8.808462051259627e-12
0.2775,-9.424265001926725e-12,-8.814617283816141e-12,-9.424265001926725e-12,-8.814617283816141e-12
0.2776,-9.450733397318421e-12,-8.820816402665591e-12,-9.450733397318421e-12,-8.820816402665591e-12
0.2777,-9.477352003862588e-12,-8.827059778612938e-12,-9.477352003862588e-12,-8.827059778612938e-12
0.2778,-9.50412215730893e-12,-8.833347785908045e-12,-9.50412215730893e-12,-8.833347785908045e-12
0.2779,-9.531045206456637e-12,-8.839680802258638e-12,-9.531045206456637e-12,-8.839680802258638e-12
0.278,-9.558122513226535e-12,-8.846059208842705e-12,-9.558122513226535e-12,-8.846059208842705e-12
0.2781,-9.585363399401315e-12,-8.852485223560575e-12,-9.585363399401315e-12,-8.852485223560575e-12
0.2782,-9.612763094791604e-12,-8.858957813536187e-12,-9.612763094791604e-12,-8.858957813536187e-12
0.2783,-9.640322665002133e-12,-8.865477292811927e-12,-9.640322665002133e-12,-8.865477292811927e-12
0.2784,-9.668043634643389e-12,-8.872044081743683e-12,-9.668043634643389e-12,-8.872044081743683e-12
0.2785,-9.695927546186175e-12,-8.878658605218914e-12,-9.695927546186175e-12,-8.878658605218914e-12
0.2786,-9.723975960103127e-12,-8.885321292683558e-12,-9.723975960103127e-12,-8.885321292683558e-12
0.2787,-9.752190455009641e-12,-8.892032578168682e-12,-9.752190455009641e-12,-8.892032578168682e-12
0.2788,-9.780572627803854e-12,-8.898792900316551e-12,-9.780572627803854e-12,-8.898792900316551e-12
0.2789,-9.809124093805882e-12,-8.905602702406454e-12,-9.809124093805882e-12,-8.905602702406454e-12
0.279,-9.837846486896334e-12,-8.912462432380002e-12,-9.837846486896334e-12,-8.912462432380002e-12
0.2791,-9.866741459653849e-12,-8.919372542866169e-12,-9.866741459653849e-12,-8.919372542866169e-12
0.2792,-9.89581068349204e-12,-8.92633349120576e-12,-9.89581068349204e-12,-8.92633349120576e-12
0.2793,-9.925055848795412e-12,-8.933345739475559e-12,-9.925055848795412e-12,-8.933345739475559e-12
0.2794,-9.954478665054555e-12,-8.940409754512048e-12,-9.954478665054555e-12,-8.940409754512048e-12
0.2795,-9.984080861000408e-12,-8.947526007934672e-12,-9.984080861000408e-12,-8.947526007934672e-12
0.2796,-1.001386418473769e-11,-8.954694976168642e-12,-1.001386418473769e-11,-8.954694976168642e-12
0.2797,-1.004383040387754e-11,-8.961917140467377e-12,-1.004383040387754e-11,-8.961917140467377e-12
0.2798,-1.007398130566911e-11,-8.969192986934445e-12,-1.007398130566911e-11,-8.969192986934445e-12
0.2799,-1.010431869713041e-11,-8.976523006545031e-12,-1.010431869713041e-11,-8.976523006545031e-12
0.28,-1.013484440517817e-11,-8.983907695167029e-12,-1.013484440517817e-11,-8.983907695167029e-12
0.2801,-1.016556027675672e-11,-8.991347553581608e-12,-1.016556027675672e-11,-8.991347553581608e-12
0.2802,-1.019646817896616e-11,-8.998843087503273e-12,-1.019646817896616e-11,-8.998843087503273e-12
0.2803,-1.022756999918934e-11,-9.006394807599582e-12,-1.022756999918934e-11,-9.006394807599582e-12
0.2804,-1.0258867645218e-11,-9.014003229510228e-12,-1.0258867645218e-11,-9.014003229510228e-12
0.2805,-1.029036304537797e-11,-9.021668873865759e-12,-1.029036304537797e-11,-9.021668873865759e-12
0.2806,-1.032206166481228e-11,-9.029394573350664e-12,-1.032206166481228e-11,-9.029394573350664e-12
0.2807,-1.035396467473938e-11,-9.037180333923153e-12,-1.035396467473938e-11,-9.037180333923153e-12
0.2808,-1.038607231443012e-11,-9.045025541784678e-12,-1.038607231443012e-11,-9.045025541784678e-12
0.2809,-1.041838667101498e-11,-9.052930786947327e-12,-1.041838667101498e-11,-9.052930786947327e-12
0.281,-1.045090985589096e-11,-9.060896666520397e-12,-1.045090985589096e-11,-9.060896666520397e-12
0.2811,-1.048364400489199e-11,-9.068923784758118e-12,-1.048364400489199e-11,-9.068923784758118e-12
0.2812,-1.051659127845822e-11,-9.077012753106627e-12,-1.051659127845822e-11,-9.077012753106627e-12
0.2813,-1.05497538618038e-11,-9.085164190250133e-12,-1.05497538618038e-11,-9.085164190250133e-12
0.2814,-1.058313396508333e-11,-9.093378722156317e-12,-1.058313396508333e-11,-9.093378722156317e-12
0.2815,-1.061673382355694e-11,-9.101656982120882e-12,-1.061673382355694e-11,-9.101656982120882e-12
0.2816,-1.065055569775394e-11,-9.109999610811378e-12,-1.065055569775394e-11,-9.109999610811378e-12
0.2817,-1.068460187363503e-11,-9.118407256310157e-12,-1.068460187363503e-11,-9.118407256310157e-12
0.2818,-1.071887466275314e-11,-9.126880574156495e-12,-1.071887466275314e-11,-9.126880574156495e-12
0.2819,-1.075337640241269e-11,-9.135420227387874e-12,-1.075337640241269e-11,-9.135420227387874e-12
0.282,-1.078810945582743e-11,-9.144026886580431e-12,-1.078810945582743e-11,-9.144026886580431e-12
0.2821,-1.082307621227674e-11,-9.152701229888515e-12,-1.082307621227674e-11,-9.152701229888515e-12
0.2822,-1.085827908726036e-11,-9.161443943083357e-12,-1.085827908726036e-11,-9.161443943083357e-12
0.2823,-1.089372052265168e-11,-9.170255719590848e-12,-1.089372052265168e-11,-9.170255719590848e-12
0.2824,-1.092940298684935e-11,-9.17913726052848e-12,-1.092940298684935e-11,-9.17913726052848e-12
0.2825,-1.096533164741012e-11,-9.188089732844429e-12,-1.096533164741012e-11,-9.188089732844429e-12
0.2826,-1.100151549008579e-11,-9.1971149601877e-12,-1.100151549008579e-11,-9.1971149601877e-12
0.2827,-1.103795018755564e-11,-9.206212487364796e-12,-1.103795018755564e-11,-9.206212487364796e-12
0.2828,-1.107463852319009e-11,-9.21538308164673e-12,-1.107463852319009e-11,-9.21538308164673e-12
0.2829,-1.111158331752161e-11,-9.224627519799044e-12,-1.111158331752161e-11,-9.224627519799044e-12
0.283,-1.114878742857755e-11,-9.233946588141221e-12,-1.114878742857755e-11,-9.233946588141221e-12
0.2831,-1.118625375221036e-11,-9.243341082604852e-12,-1.118625375221036e-11,-9.243341082604852e-12
0.2832,-1.122398522242523e-11,-9.252811808790437e-12,-1.122398522242523e-11,-9.252811808790437e-12
0.2833,-1.126198481170535e-11,-9.262359582022899e-12,-1.126198481170535e-11,-9.262359582022899e-12
0.2834,-1.130025553133437e-11,-9.271985227405697e-12,-1.130025553133437e-11,-9.271985227405697e-12
0.2835,-1.133880043171621e-11,-9.281689579873546e-12,-1.133880043171621e-11,-9.281689579873546e-12
0.2836,-1.137762260269231e-11,-9.291473484243827e-12,-1.137762260269231e-11,-9.291473484243827e-12
0.2837,-1.141672517385593e-11,-9.301337795266392e-12,-1.141672517385593e-11,-9.301337795266392e-12
0.2838,-1.145611131486387e-11,-9.311283377672157e-12,-1.145611131486387e-11,-9.311283377672157e-12
0.2839,-1.149578423574526e-11,-9.32131110621999e-12,-1.149578423574526e-11,-9.32131110621999e-12
0.284,-1.153574718720739e-11,-9.331421865742283e-12,-1.153574718720739e-11,-9.331421865742283e-12
0.2841,-1.157600346093881e-11,-9.34161655118893e-12,-1.157600346093881e-11,-9.34161655118893e-12
0.2842,-1.161655638990922e-11,-9.351896067669724e-12,-1.161655638990922e-11,-9.351896067669724e-12
0.2843,-1.16574093486666e-11,-9.362261330495308e-12,-1.16574093486666e-11,-9.362261330495308e-12
0.2844,-1.169856575363107e-11,-9.372713265216443e-12,-1.169856575363107e-11,-9.372713265216443e-12
0.2845,-1.174003927978034e-11,-9.383256790427598e-12,-1.174003927978034e-11,-9.383256790427598e-12
0.2846,-1.178182702958967e-11,-9.393890356019562e-12,-1.178182702958967e-11,-9.393890356019562e-12
0.2847,-1.182393141219816e-11,-9.404614475440873e-12,-1.182393141219816e-11,-9.404614475440873e-12
0.2848,-1.186635627325787e-11,-9.415430215779285e-12,-1.186635627325787e-11,-9.415430215779285e-12
0.2849,-1.190910551489439e-11,-9.426338659578657e-12,-1.190910551489439e-11,-9.426338659578657e-12
0.285,-1.195218309625552e-11,-9.437340904968207e-12,-1.195218309625552e-11,-9.437340904968207e-12
0.2851,-1.199559303405575e-11,-9.448438065789295e-12,-1.199559303405575e-11,-9.448438065789295e-12
0.2852,-1.203933940311608e-11,-9.459631271719794e-12,-1.203933940311608e-11,-9.459631271719794e-12
0.2853,-1.208342633689965e-11,-9.470921668396013e-12,-1.208342633689965e-11,-9.470921668396013e-12
0.2854,-1.212785802804243e-11,-9.482310417531943e-12,-1.212785802804243e-11,-9.482310417531943e-12
0.2855,-1.217263872887947e-11,-9.493798697036049e-12,-1.217263872887947e-11,-9.493798697036049e-12
0.2856,-1.221777275196637e-11,-9.505387701125324e-12,-1.221777275196637e-11,-9.505387701125324e-12
0.2857,-1.226326447059572e-11,-9.517078640436747e-12,-1.226326447059572e-11,-9.517078640436747e-12
0.2858,-1.230911831930901e-11,-9.528872742135991e-12,-1.230911831930901e-11,-9.528872742135991e-12
0.2859,-1.235533879440319e-11,-9.540771250023319e-12,-1.235533879440319e-11,-9.540771250023319e-12
0.286,-1.240193045443233e-11,-9.552775424636734e-12,-1.240193045443233e-11,-9.552775424636734e-12
0.2861,-1.244889792070409e-11,-9.564886543352258e-12,-1.244889792070409e-11,-9.564886543352258e-12
0.2862,-1.249624587777079e-11,-9.5771059004812e-12,-1.249624587777079e-11,-9.5771059004812e-12
0.2863,-1.254397907391544e-11,-9.589434807364598e-12,-1.254397907391544e-11,-9.589434807364598e-12
0.2864,-1.25921080134716e-11,-9.601876263954207e-12,-1.25921080134716e-11,-9.601876263954207e-12
0.2865,-1.264063981906988e-11,-9.614432273774786e-12,-1.264063981906988e-11,-9.614432273774786e-12
0.2866,-1.268957425655866e-11,-9.627102678537251e-12,-1.268957425655866e-11,-9.627102678537251e-12
0.2867,-1.273891661437408e-11,-9.639888940179829e-12,-1.273891661437408e-11,-9.639888940179829e-12
0.2868,-1.278867226213377e-11,-9.652792542423263e-12,-1.278867226213377e-11,-9.652792542423263e-12
0.2869,-1.283884665141979e-11,-9.665814990935036e-12,-1.283884665141979e-11,-9.665814990935036e-12
0.287,-1.288944531655427e-11,-9.678957813489618e-12,-1.288944531655427e-11,-9.678957813489618e-12
0.2871,-1.294047387536746e-11,-9.692222560124372e-12,-1.294047387536746e-11,-9.692222560124372e-12
0.2872,-1.299193802995792e-11,-9.705610803291299e-12,-1.299193802995792e-11,-9.705610803291299e-12
0.2873,-1.304384356744501e-11,-9.719124138004372e-12,-1.304384356744501e-11,-9.719124138004372e-12
0.2874,-1.309619636071321e-11,-9.732764181982366e-12,-1.309619636071321e-11,-9.732764181982366e-12
0.2875,-1.314900236914825e-11,-9.746532575787283e-12,-1.314900236914825e-11,-9.746532575787283e-12
0.2876,-1.320226763936511e-11,-9.760430982958198e-12,-1.320226763936511e-11,-9.760430982958198e-12
0.2877,-1.32559983059272e-11,-9.774461090140203e-12,-1.32559983059272e-11,-9.774461090140203e-12
0.2878,-1.331020059205738e-11,-9.788624607208886e-12,-1.331020059205738e-11,-9.788624607208886e-12
0.2879,-1.336488081033971e-11,-9.802923267389697e-12,-1.336488081033971e-11,-9.802923267389697e-12
0.288,-1.342004536341262e-11,-9.817358827372536e-12,-1.342004536341262e-11,-9.817358827372536e-12
0.2881,-1.347570138124899e-11,-9.831933230652006e-12,-1.347570138124899e-11,-9.831933230652006e-12
0.2882,-1.353187298228318e-11,-9.846652775111711e-12,-1.353187298228318e-11,-9.846652775111711e-12
0.2883,-1.358855297628302e-11,-9.861515730144906e-12,-1.358855297628302e-11,-9.861515730144906e-12
0.2884,-1.364574861028868e-11,-9.876524068298646e-12,-1.364574861028868e-11,-9.876524068298646e-12
0.2885,-1.370346725248927e-11,-9.891679792975892e-12,-1.370346725248927e-11,-9.891679792975892e-12
0.2886,-1.37617163935108e-11,-9.906984938666827e-12,-1.37617163935108e-11,-9.906984938666827e-12
0.2887,-1.382050364769046e-11,-9.922441571172666e-12,-1.382050364769046e-11,-9.922441571172666e-12
0.2888,-1.387983675433702e-11,-9.938051787822068e-12,-1.387983675433702e-11,-9.938051787822068e-12
0.2889,-1.393972357897683e-11,-9.953817717679757e-12,-1.393972357897683e-11,-9.953817717679757e-12
0.289,-1.400017211458534e-11,-9.969741521747407e-12,-1.400017211458534e-11,-9.969741521747407e-12
0.2891,-1.406119048280387e-11,-9.985825393156445e-12,-1.406119048280387e-11,-9.985825393156445e-12
0.2892,-1.412278693514096e-11,-1.00020715573527e-11,-1.412278693514096e-11,-1.00020715573527e-11
0.2893,-1.418496985415874e-11,-1.001848227227291e-11,-1.418496985415874e-11,-1.001848227227291e-11
0.2894,-1.424774775464309e-11,-1.003505982851256e-11,-1.424774775464309e-11,-1.003505982851256e-11
0.2895,-1.431112928475799e-11,-1.005180654948515e-11,-1.431112928475799e-11,-1.005180654948515e-11
0.2896,-1.437512322718343e-11,-1.006872479157268e-11,-1.437512322718343e-11,-1.006872479157268e-11
0.2897,-1.443973850023637e-11,-1.008581694426715e-11,-1.443973850023637e-11,-1.008581694426715e-11
0.2898,-1.450498415897505e-11,-1.010308543030285e-11,-1.450498415897505e-11,-1.010308543030285e-11
0.2899,-1.457088223033649e-11,-1.012053763627462e-11,-1.457088223033649e-11,-1.012053763627462e-11
0.29,-1.463744220051214e-11,-1.013817610649035e-11,-1.463744220051214e-11,-1.013817610649035e-11
0.2901,-1.470466625280449e-11,-1.015600056111876e-11,-1.470466625280449e-11,-1.015600056111876e-11
0.2902,-1.47725646336481e-11,-1.017401379807056e-11,-1.47725646336481e-11,-1.017401379807056e-11
0.2903,-1.484114776881392e-11,-1.019221866299363e-11,-1.484114776881392e-11,-1.019221866299363e-11
0.2904,-1.491042626529756e-11,-1.021061804965812e-11,-1.491042626529756e-11,-1.021061804965812e-11
0.2905,-1.49804109131833e-11,-1.022921490032756e-11,-1.49804109131833e-11,-1.022921490032756e-11
0.2906,-1.505111268748326e-11,-1.024801220611589e-11,-1.505111268748326e-11,-1.024801220611589e-11
0.2907,-1.512254274995091e-11,-1.026701300732994e-11,-1.512254274995091e-11,-1.026701300732994e-11
0.2908,-1.519471245086899e-11,-1.028622039379729e-11,-1.519471245086899e-11,-1.028622039379729e-11
0.2909,-1.526763333081052e-11,-1.030563750517887e-11,-1.526763333081052e-11,-1.030563750517887e-11
0.291,-1.534131712237275e-11,-1.032526753126623e-11,-1.534131712237275e-11,-1.032526753126623e-11
0.2911,-1.541577575188367e-11,-1.034511371226316e-11,-1.541577575188367e-11,-1.034511371226316e-11
0.2912,-1.549104655332699e-11,-1.036518598330596e-11,-1.549104655332699e-11,-1.036518598330596e-11
0.2913,-1.556712752754886e-11,-1.038548390486947e-11,-1.556712752754886e-11,-1.038548390486947e-11
0.2914,-1.564402969668959e-11,-1.040601047179545e-11,-1.564402969668959e-11,-1.040601047179545e-11
0.2915,-1.572176698683033e-11,-1.042676944244082e-11,-1.572176698683033e-11,-1.042676944244082e-11
0.2916,-1.580035360666427e-11,-1.044776464724399e-11,-1.580035360666427e-11,-1.044776464724399e-11
0.2917,-1.587980405116548e-11,-1.046899998939335e-11,-1.587980405116548e-11,-1.046899998939335e-11
0.2918,-1.596013310521073e-11,-1.049047944546969e-11,-1.596013310521073e-11,-1.049047944546969e-11
0.2919,-1.604135584715185e-11,-1.051220706606132e-11,-1.604135584715185e-11,-1.051220706606132e-11
0.292,-1.612348765233852e-11,-1.053418697635184e-11,-1.612348765233852e-11,-1.053418697635184e-11
0.2921,-1.620654419658975e-11,-1.055642337667945e-11,-1.620654419658975e-11,-1.055642337667945e-11
0.2922,-1.629054145961267e-11,-1.057892054306737e-11,-1.629054145961267e-11,-1.057892054306737e-11
0.2923,-1.637549572836806e-11,-1.060168282772472e-11,-1.637549572836806e-11,-1.060168282772472e-11
0.2924,-1.646142638808594e-11,-1.062471550930632e-11,-1.646142638808594e-11,-1.062471550930632e-11
0.2925,-1.654836197646242e-11,-1.064802663602489e-11,-1.654836197646242e-11,-1.064802663602489e-11
0.2926,-1.663631056747659e-11,-1.06716179984007e-11,-1.663631056747659e-11,-1.06716179984007e-11
0.2927,-1.672529048908971e-11,-1.069549449359687e-11,-1.672529048908971e-11,-1.069549449359687e-11
0.2928,-1.681532045238637e-11,-1.071966111489425e-11,-1.681532045238637e-11,-1.071966111489425e-11
0.2929,-1.690641955646614e-11,-1.074412295253134e-11,-1.690641955646614e-11,-1.074412295253134e-11
0.293,-1.699860729326492e-11,-1.076888519450467e-11,-1.699860729326492e-11,-1.076888519450467e-11
0.2931,-1.709190355230385e-11,-1.07939531273288e-11,-1.709190355230385e-11,-1.07939531273288e-11
0.2932,-1.718632862536392e-11,-1.081933213675455e-11,-1.718632862536392e-11,-1.081933213675455e-11
0.2933,-1.728190321108496e-11,-1.084502770844529e-11,-1.728190321108496e-11,-1.084502770844529e-11
0.2934,-1.737864841948645e-11,-1.087104542860921e-11,-1.737864841948645e-11,-1.087104542860921e-11
0.2935,-1.747658577640857e-11,-1.089739098458733e-11,-1.747658577640857e-11,-1.089739098458733e-11
0.2936,-1.757573722787152e-11,-1.092407016539578e-11,-1.757573722787152e-11,-1.092407016539578e-11
0.2937,-1.767613516429785e-11,-1.095109326847908e-11,-1.767613516429785e-11,-1.095109326847908e-11
0.2938,-1.77778076060647e-11,-1.097846857606207e-11,-1.77778076060647e-11,-1.097846857606207e-11
0.2939,-1.788077014925949e-11,-1.100619882039507e-11,-1.788077014925949e-11,-1.100619882039507e-11
0.294,-1.798504760924684e-11,-1.103429069995388e-11,-1.798504760924684e-11,-1.103429069995388e-11
0.2941,-1.8090665332743e-11,-1.106275105552265e-11,-1.8090665332743e-11,-1.106275105552265e-11
0.2942,-1.819764920445854e-11,-1.109158687153848e-11,-1.819764920445854e-11,-1.109158687153848e-11
0.2943,-1.830602565361459e-11,-1.112080527736046e-11,-1.830602565361459e-11,-1.112080527736046e-11
0.2944,-1.841582166032994e-11,-1.115041354846187e-11,-1.841582166032994e-11,-1.115041354846187e-11
0.2945,-1.85270647618745e-11,-1.118041910754266e-11,-1.85270647618745e-11,-1.118041910754266e-11
0.2946,-1.863978305878619e-11,-1.121082952556072e-11,-1.863978305878619e-11,-1.121082952556072e-11
0.2947,-1.875403278631006e-11,-1.12416561787035e-11,-1.875403278631006e-11,-1.12416561787035e-11
0.2948,-1.886983751026999e-11,-1.12729061746702e-11,-1.886983751026999e-11,-1.12729061746702e-11
0.2949,-1.898722214165977e-11,-1.130458687572645e-11,-1.898722214165977e-11,-1.130458687572645e-11
0.295,-1.910621999156474e-11,-1.133670683136786e-11,-1.910621999156474e-11,-1.133670683136786e-11
0.2951,-1.922686522139624e-11,-1.13692747757554e-11,-1.922686522139624e-11,-1.13692747757554e-11
0.2952,-1.934919285736005e-11,-1.140229962921439e-11,-1.934919285736005e-11,-1.140229962921439e-11
0.2953,-1.947323880468403e-11,-1.143579049961002e-11,-1.947323880468403e-11,-1.143579049961002e-11
0.2954,-1.959903986159855e-11,-1.146975668359625e-11,-1.959903986159855e-11,-1.146975668359625e-11
0.2955,-1.972663373306098e-11,-1.150420766773378e-11,-1.972663373306098e-11,-1.150420766773378e-11
0.2956,-1.985605915351206e-11,-1.153915319579204e-11,-1.985605915351206e-11,-1.153915319579204e-11
0.2957,-1.998737903141061e-11,-1.15746172974791e-11,-1.998737903141061e-11,-1.15746172974791e-11
0.2958,-2.012062011058665e-11,-1.161060167020541e-11,-2.012062011058665e-11,-1.161060167020541e-11
0.2959,-2.02558257506242e-11,-1.16471177069363e-11,-2.02558257506242e-11,-1.16471177069363e-11
0.296,-2.039304047275387e-11,-1.168417710644768e-11,-2.039304047275387e-11,-1.168417710644768e-11
0.2961,-2.053230997953214e-11,-1.17217918777832e-11,-2.053230997953214e-11,-1.17217918777832e-11
0.2962,-2.067368117415038e-11,-1.17599743444856e-11,-2.067368117415038e-11,-1.17599743444856e-11
0.2963,-2.081720217936145e-11,-1.179873714859487e-11,-2.081720217936145e-11,-1.179873714859487e-11
0.2964,-2.096292417001572e-11,-1.183809355397681e-11,-2.096292417001572e-11,-1.183809355397681e-11
0.2965,-2.111091774012446e-11,-1.187806014582748e-11,-2.111091774012446e-11,-1.187806014582748e-11
0.2966,-2.126122416072126e-11,-1.191864878246113e-11,-2.126122416072126e-11,-1.191864878246113e-11
0.2967,-2.141389909547032e-11,-1.195987381810937e-11,-2.141389909547032e-11,-1.195987381810937e-11
0.2968,-2.156899979723257e-11,-1.200174998622378e-11,-2.156899979723257e-11,-1.200174998622378e-11
0.2969,-2.172658513705089e-11,-1.204429240369208e-11,-2.172658513705089e-11,-1.204429240369208e-11
0.297,-2.188671563254627e-11,-1.208751657472002e-11,-2.188671563254627e-11,-1.208751657472002e-11
0.2971,-2.204945347570628e-11,-1.213143839436936e-11,-2.204945347570628e-11,-1.213143839436936e-11
0.2972,-2.221486566749092e-11,-1.217607466812501e-11,-2.221486566749092e-11,-1.217607466812501e-11
0.2973,-2.238303306703852e-11,-1.222144460946628e-11,-2.238303306703852e-11,-1.222144460946628e-11
0.2974,-2.255401520890723e-11,-1.22675639931189e-11,-2.255401520890723e-11,-1.22675639931189e-11
0.2975,-2.27278837311122e-11,-1.231445071066077e-11,-2.27278837311122e-11,-1.231445071066077e-11
0.2976,-2.290471237754372e-11,-1.236212310451707e-11,-2.290471237754372e-11,-1.236212310451707e-11
0.2977,-2.308457703627752e-11,-1.24105999712129e-11,-2.308457703627752e-11,-1.24105999712129e-11
0.2978,-2.326755577696284e-11,-1.24599005641345e-11,-2.326755577696284e-11,-1.24599005641345e-11
0.2979,-2.345372888725634e-11,-1.251004459578213e-11,-2.345372888725634e-11,-1.251004459578213e-11
0.298,-2.364318845145528e-11,-1.256105558687092e-11,-2.364318845145528e-11,-1.256105558687092e-11
0.2981,-2.383604556098034e-11,-1.261296336766102e-11,-2.383604556098034e-11,-1.261296336766102e-11
0.2982,-2.403237376246412e-11,-1.266578423921111e-11,-2.403237376246412e-11,-1.266578423921111e-11
0.2983,-2.423226790542388e-11,-1.271954161037113e-11,-2.423226790542388e-11,-1.271954161037113e-11
0.2984,-2.443582589373855e-11,-1.277425957855178e-11,-2.443582589373855e-11,-1.277425957855178e-11
0.2985,-2.4643148749083e-11,-1.282996293882852e-11,-2.4643148749083e-11,-1.282996293882852e-11
0.2986,-2.485434067277076e-11,-1.288667719214226e-11,-2.485434067277076e-11,-1.288667719214226e-11
0.2987,-2.506950910594163e-11,-1.294442855256297e-11,-2.506950910594163e-11,-1.294442855256297e-11
0.2988,-2.528877868053848e-11,-1.300324855864789e-11,-2.528877868053848e-11,-1.300324855864789e-11
0.2989,-2.551228640140192e-11,-1.30631724416165e-11,-2.551228640140192e-11,-1.30631724416165e-11
0.299,-2.574013749528513e-11,-1.312422448978344e-11,-2.574013749528513e-11,-1.312422448978344e-11
0.2991,-2.597245884122956e-11,-1.318643575015217e-11,-2.597245884122956e-11,-1.318643575015217e-11
0.2992,-2.620938157842161e-11,-1.324983824116933e-11,-2.620938157842161e-11,-1.324983824116933e-11
0.2993,-2.645104119277508e-11,-1.331446496432572e-11,-2.645104119277508e-11,-1.331446496432572e-11
0.2994,-2.669757760090207e-11,-1.338034991423336e-11,-2.669757760090207e-11,-1.338034991423336e-11
0.2995,-2.694914993906152e-11,-1.344752898803859e-11,-2.694914993906152e-11,-1.344752898803859e-11
0.2996,-2.720595512963742e-11,-1.351604110908631e-11,-2.720595512963742e-11,-1.351604110908631e-11
0.2997,-2.74681250581175e-11,-1.358592193510586e-11,-2.74681250581175e-11,-1.358592193510586e-11
0.2998,-2.773582860168736e-11,-1.365721011384152e-11,-2.773582860168736e-11,-1.365721011384152e-11
0.2999,-2.800924082731118e-11,-1.3729945386817e-11,-2.800924082731118e-11,-1.3729945386817e-11
0.3,-2.828854312938939e-11,-1.38041685915984e-11,-2.828854312938939e-11,-1.38041685915984e-11
0.3001,-2.857392336286638e-11,-1.387992166183049e-11,-2.857392336286638e-11,-1.387992166183049e-11
0.3002,-2.886562535918168e-11,-1.395726753970183e-11,-2.886562535918168e-11,-1.395726753970183e-11
