"time","ca.cyto.c.c","ca.jsr.c.c","ca.nsr.c.c","ca.sub.c.c","cal.i","naca.i"
0.0041,0.001353496222511078,0.06123762790168765,1.152346786665494,0.001453632710488897,-6.769721393625878e-11,-4.384860696812939e-11
0.0042,0.001351914966888411,0.06097012807854363,1.152504995329292,0.001453226563211392,-6.764646817846465e-11,-4.382323408923232e-11
0.0043,0.001350233611959462,0.06070597160056684,1.152663002397411,0.001452566458348319,-6.759571179070523e-11,-4.379785589535261e-11
0.0044,0.001348459642446874,0.06044509165489438,1.152820800656955,0.001451668834581017,-6.754494485401816e-11,-4.377247242700908e-11
0.0045,0.001346600097914725,0.0601874242951082,1.152978383418178,0.001450549278908295,-6.749416744940297e-11,-4.374708372470148e-11
0.0046,0.001344661594867026,0.05993290824555139,1.1531357444825,0.00144922255756974,-6.7443379657821e-11,-4.37216898289105e-11
0.0047,0.001342650348267065,0.05968148472152028,1.153292878112387,0.001447702647490445,-6.739258156019504e-11,-4.369629078009752e-11
0.0048,0.001340572192415856,0.05943309726399933,1.153449779002991,0.001446002767969822,-6.734177323740924e-11,-4.367088661870462e-11
0.0049,0.001338432601142439,0.0591876915877065,1.153606442255459,0.001444135412374763,-6.729095477030891e-11,-4.364547738515445e-11
0.005,0.0013362367072714,0.05894521544131245,1.153762863351823,0.001442112379631716,-6.724012623970026e-11,-4.362006311985013e-11
0.0051,0.001333989321343898,0.05870561847879031,1.153919038131366,0.001439944805343389,-6.718928772635024e-11,-4.359464386317512e-11
0.0052,0.001331694949577899,0.05846885214093763,1.154074962768409,0.001437643192383871,-6.713843931098625e-11,-4.356921965549312e-11
0.0053,0.001329357811061279,0.05823486954619514,1.154230633751416,0.001435217440851133,-6.708758107429609e-11,-4.354379053714804e-11
0.0054,0.001326981854178285,0.05800362538996057,1.154386047863349,0.00143267687727833,-6.703671309692763e-11,-4.351835654846381e-11
0.0055,0.001324570772275495,0.05777507585166703,1.154541202163214,0.001430030283025207,-6.698583545948867e-11,-4.349291772974433e-11
0.0056,0.001322128018578115,0.05754917850895883,1.154696093968705,0.001427285921788492,-6.69349482425467e-11,-4.346747412127335e-11
0.0057,0.001319656820371351,0.05732589225835755,1.154850720839907,0.001424451566185531,-6.688405152662868e-11,-4.344202576331434e-11
0.0058,0.001317160192464654,0.05710517724186479,1.155005080563986,0.001421534523378811,-6.683314539222099e-11,-4.341657269611049e-11
0.0059,0.001314640949959122,0.05688699477899781,1.155159171140799,0.001418541659720661,-6.678222991976902e-11,-4.339111495988451e-11
0.006,0.001312101720340225,0.05667130730379993,1.155312990769392,0.001415479424407379,-6.673130518967711e-11,-4.336565259483855e-11
0.0061,0.00130954495491941,0.0564580783064078,1.155466537835312,0.001412353872140562,-6.668037128230829e-11,-4.334018564115414e-11
0.0062,0.001306972939649137,0.05624727227879642,1.155619810898699,0.001409170684800665,-6.662942827798407e-11,-4.331471413899203e-11
0.0063,0.001304387805336522,0.05603885466435576,1.155772808683103,0.001405935192143815,-6.65784762569843e-11,-4.328923812849215e-11
0.0064,0.001301791537281072,0.0558327918109844,1.155925530064989,0.001402652391537995,-6.652751529954695e-11,-4.326375764977347e-11
0.0065,0.001299185984362075,0.05562905092741383,1.156077974063889,0.001399326966758774,-6.647654548586786e-11,-4.323827274293393e-11
0.0066,0.001296572867601069,0.05542760004250209,1.15623013983315,0.001395963305868095,-6.642556689610063e-11,-4.321278344805031e-11
0.0067,0.001293953788224476,0.05522840796725908,1.156382026651262,0.001392565518202261,-6.637457961035628e-11,-4.318728980517814e-11
0.0068,0.001291330235251044,0.05503144425938632,1.156533633913714,0.001389137450497232,-6.632358370870323e-11,-4.316179185435161e-11
0.0069,0.001288703592628145,0.05483667919013372,1.156684961125352,0.001385682702180857,-6.627257927116697e-11,-4.313628963558348e-11
0.007,0.001286075145940341,0.05464408371329231,1.156836007893219,0.001382204639862671,-6.622156637772996e-11,-4.311078318886498e-11
0.0071,0.001283446088712851,0.05445362943615825,1.156986773919823,0.001378706411052529,-6.617054510833132e-11,-4.308527255416566e-11
0.0072,0.001280817528331807,0.05426528859231732,1.157137258996833,0.001375190957139672,-6.611951554286672e-11,-4.305975777143336e-11
0.0073,0.001278190491602329,0.05407903401611196,1.157287462999159,0.001371661025663811,-6.606847776118813e-11,-4.303423888059406e-11
0.0074,0.001275565929964634,0.05389483911866484,1.157437385879406,0.00136811918190965,-6.601743184310373e-11,-4.300871592155186e-11
0.0075,0.001272944724387513,0.0537126778653431,1.157587027662667,0.001364567819855851,-6.596637786837753e-11,-4.298318893418876e-11
0.0076,0.001270327689957653,0.05353252475455791,1.157736388441638,0.001361009172508875,-6.591531591672936e-11,-4.295765795836468e-11
0.0077,0.001267715580182427,0.05335435479780177,1.157885468372043,0.001357445321651468,-6.586424606783454e-11,-4.293212303391727e-11
0.0078,0.001265109091022935,0.05317814350083463,1.15803426766834,0.001353878207034764,-6.581316840132377e-11,-4.290658420066188e-11
0.007900000000000001,0.001262508864673226,0.05300386684593693,1.158182786599696,0.001350309635042091,-6.576208299678291e-11,-4.288104149839145e-11
0.008,0.001259915493100845,0.05283150127515438,1.158331025486208,0.001346741286851684,-6.571098993375275e-11,-4.285549496687637e-11
0.0081,0.001257329521363045,0.05266102367446514,1.15847898469537,0.00134317472612447,-6.56598892917289e-11,-4.282994464586445e-11
0.008200000000000001,0.001254751450712228,0.05249241135880571,1.15862666463875,0.001339611406242177,-6.560878115016148e-11,-4.280439057508074e-11
0.0083,0.001252181741503484,0.05232564205789687,1.158774065768881,0.001336052677119913,-6.555766558845502e-11,-4.277883279422751e-11
0.008399999999999999,0.001249620815916333,0.05216069390281546,1.158921188576343,0.001332499791616422,-6.550654268596822e-11,-4.275327134298411e-11
0.008500000000000001,0.001247069060502133,0.05199754541326216,1.159068033587034,0.001328953911564156,-6.545541252201381e-11,-4.27277062610069e-11
0.0086,0.001244526828567963,0.05183617548547891,1.159214601359603,0.001325416113440309,-6.540427517585828e-11,-4.270213758792914e-11
0.008699999999999999,0.001241994442407136,0.0516765633807736,1.15936089248305,0.00132188739369898,-6.535313072672175e-11,-4.267656536336087e-11
0.008800000000000001,0.001239472195385952,0.0515186887146125,1.159506907574477,0.001318368673783637,-6.530197925377774e-11,-4.265098962688887e-11
0.0089,0.001236960353895697,0.05136253144624386,1.159652647276977,0.001314860804838124,-6.525082083615303e-11,-4.262541041807651e-11
