"time","a1.vc.v_stim","a2.vc.v_stim","a3.vc.v_stim","b1.vc.v_stim","b2.vc.v_stim","b3.vc.v_stim","c1.vc.v_stim","c2.vc.v_stim","c3.vc.v_stim","d1.vc.v_stim","d2.vc.v_stim","d3.vc.v_stim","a1.naca.i_ion","a2.naca.i_ion","a3.naca.i_ion","b1.naca.i_ion","b2.naca.i_ion","b3.naca.i_ion","c1.naca.i_ion","c2.naca.i_ion","c3.naca.i_ion","d1.naca.i_ion","d2.naca.i_ion","d3.naca.i_ion","a1.naca.i","a1.vc.v","a2.naca.i","a2.vc.v","a3.naca.i","a3.vc.v","b1.naca.i","b1.vc.v","b2.naca.i","b2.vc.v","b3.naca.i","b3.vc.v","c1.naca.i","c1.vc.v","c2.naca.i","c2.vc.v","c3.naca.i","c3.vc.v","d1.naca.i","d1.vc.v","d2.naca.i","d2.vc.v","d3.naca.i","d3.vc.v"
152,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,0.01199999999999998,9.426201389970867e-11,5.323314951616231e-11,7.681027497358812e-12,3.775147811701129e-11,3.316934936564596e-11,1.133279529111131e-11,-2.11185031200884e-11,-5.488493364987178e-12,-1.066614282966446e-12,-5.757898473548846e-11,-4.314076437352252e-11,-2.362585002258653e-11,9.426201389970867e-11,0.01199999999999998,5.323314951616231e-11,0.01199999999999998,7.681027497358812e-12,0.01199999999999998,3.775147811701129e-11,0.01199999999999998,3.316934936564596e-11,0.01199999999999998,1.133279529111131e-11,0.01199999999999998,-2.11185031200884e-11,0.01199999999999998,-5.488493364987178e-12,0.01199999999999998,-1.066614282966446e-12,0.01199999999999998,-5.757898473548846e-11,0.01199999999999998,-4.314076437352252e-11,0.01199999999999998,-2.362585002258653e-11,0.01199999999999998
153,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,0.01299999999999998,9.491643245317e-11,5.382993508398938e-11,7.803863814258952e-12,3.793522896009446e-11,3.336995048507545e-11,1.146551846547891e-11,-2.096877517179839e-11,-5.384164256908422e-12,-1.040888099137755e-12,-5.7087081674215e-11,-4.269536802709311e-11,-2.328290133903594e-11,9.491643245317e-11,0.01299999999999998,5.382993508398938e-11,0.01299999999999998,7.803863814258952e-12,0.01299999999999998,3.793522896009446e-11,0.01299999999999998,3.336995048507545e-11,0.01299999999999998,1.146551846547891e-11,0.01299999999999998,-2.096877517179839e-11,0.01299999999999998,-5.384164256908422e-12,0.01299999999999998,-1.040888099137755e-12,0.01299999999999998,-5.7087081674215e-11,0.01299999999999998,-4.269536802709311e-11,0.01299999999999998,-2.328290133903594e-11,0.01299999999999998
154,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,0.01399999999999998,9.557079724525664e-11,5.44301507060131e-11,7.928420839773458e-12,3.811846171648928e-11,3.357024211547154e-11,1.159924940663484e-11,-2.081963684881569e-11,-5.280915279335809e-12,-1.015621216477153e-12,-5.659742124327688e-11,-4.225211396267043e-11,-2.29418384736847e-11,9.557079724525664e-11,0.01399999999999998,5.44301507060131e-11,0.01399999999999998,7.928420839773458e-12,0.01399999999999998,3.811846171648928e-11,0.01399999999999998,3.357024211547154e-11,0.01399999999999998,1.159924940663484e-11,0.01399999999999998,-2.081963684881569e-11,0.01399999999999998,-5.280915279335809e-12,0.01399999999999998,-1.015621216477153e-12,0.01399999999999998,-5.659742124327688e-11,0.01399999999999998,-4.225211396267043e-11,0.01399999999999998,-2.29418384736847e-11,0.01399999999999998
155,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,0.01499999999999999,9.622505446050348e-11,5.503375559243517e-11,8.054717105482233e-12,3.830116735401788e-11,3.377021069799092e-11,1.173398592070867e-11,-2.067108889867271e-11,-5.178758030561797e-12,-9.908110916447158e-13,-5.611001791012825e-11,-4.181102017826334e-11,-2.260269825231585e-11,9.622505446050348e-11,0.01499999999999999,5.503375559243517e-11,0.01499999999999999,8.054717105482233e-12,0.01499999999999999,3.830116735401788e-11,0.01499999999999999,3.377021069799092e-11,0.01499999999999999,1.173398592070867e-11,0.01499999999999999,-2.067108889867271e-11,0.01499999999999999,-5.178758030561797e-12,0.01499999999999999,-9.908110916447158e-13,0.01499999999999999,-5.611001791012825e-11,0.01499999999999999,-4.181102017826334e-11,0.01499999999999999,-2.260269825231585e-11,0.01499999999999999
156,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,0.01599999999999999,9.687915047431963e-11,5.564070792528387e-11,8.18277121577943e-12,3.848333699610718e-11,3.396984281925732e-11,1.186972562498484e-11,-2.052313206248641e-11,-5.077703691558091e-12,-9.664550079796973e-13,-5.562488586346795e-11,-4.137210450050801e-11,-2.226551762113395e-11,9.687915047431963e-11,0.01599999999999999,5.564070792528387e-11,0.01599999999999999,8.18277121577943e-12,0.01599999999999999,3.848333699610718e-11,0.01599999999999999,3.396984281925732e-11,0.01599999999999999,1.186972562498484e-11,0.01599999999999999,-2.052313206248641e-11,0.01599999999999999,-5.077703691558091e-12,0.01599999999999999,-9.664550079796973e-13,0.01599999999999999,-5.562488586346795e-11,0.01599999999999999,-4.137210450050801e-11,0.01599999999999999,-2.226551762113395e-11,0.01599999999999999
157,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,0.01699999999999999,9.753303187053295e-11,5.625096486896268e-11,8.312601844986358e-12,3.866496192251119e-11,3.416912521420257e-11,1.200646594695812e-11,-2.037576707484051e-11,-4.977763009653647e-12,-9.425500797300735e-13,-5.514203901108757e-11,-4.093538457895234e-11,-2.193033361523671e-11,9.753303187053295e-11,0.01699999999999999,5.625096486896268e-11,0.01699999999999999,8.312601844986358e-12,0.01699999999999999,3.866496192251119e-11,0.01699999999999999,3.416912521420257e-11,0.01699999999999999,1.200646594695812e-11,0.01699999999999999,-2.037576707484051e-11,0.01699999999999999,-4.977763009653647e-12,0.01699999999999999,-9.425500797300735e-13,0.01699999999999999,-5.514203901108757e-11,0.01699999999999999,-4.093538457895234e-11,0.01699999999999999,-2.193033361523671e-11,0.01699999999999999
158,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,0.01799999999999999,9.818664545872563e-11,5.686448258149589e-11,8.44422773437997e-12,3.884603356995864e-11,3.436804476880629e-11,1.214420412346285e-11,-2.022899466366304e-11,-4.878946282822779e-12,-9.190932564840165e-13,-5.466149097779967e-11,-4.05008778803258e-11,-2.159718332606179e-11,9.818664545872563e-11,0.01799999999999999,5.686448258149589e-11,0.01799999999999999,8.44422773437997e-12,0.01799999999999999,3.884603356995864e-11,0.01799999999999999,3.436804476880629e-11,0.01799999999999999,1.214420412346285e-11,0.01799999999999999,-2.022899466366304e-11,0.01799999999999999,-4.878946282822779e-12,0.01799999999999999,-9.190932564840165e-13,0.01799999999999999,-5.466149097779967e-11,0.01799999999999999,-4.05008778803258e-11,0.01799999999999999,-2.159718332606179e-11,0.01799999999999999
159,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,0.01899999999999999,9.883993829134965e-11,5.748121622646684e-11,8.577667689134673e-12,3.902654353272658e-11,3.456658852273359e-11,1.228293719987684e-11,-2.008281555009974e-11,-4.781263344626868e-12,-8.960813277905086e-13,-5.418325510344776e-11,-4.006860168279813e-11,-2.126610386784443e-11,9.883993829134965e-11,0.01899999999999999,5.748121622646684e-11,0.01899999999999999,8.577667689134673e-12,0.01899999999999999,3.902654353272658e-11,0.01899999999999999,3.456658852273359e-11,0.01899999999999999,1.228293719987684e-11,0.01899999999999999,-2.008281555009974e-11,0.01899999999999999,-4.781263344626868e-12,0.01899999999999999,-8.960813277905086e-13,0.01899999999999999,-5.418325510344776e-11,0.01899999999999999,-4.006860168279813e-11,0.01899999999999999,-2.126610386784443e-11,0.01899999999999999
160,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,0.01999999999999999,9.949285768061113e-11,5.810111998564373e-11,8.71294057517846e-12,3.920648356314085e-11,3.476474367187019e-11,1.242266202940163e-11,-1.993723044838309e-11,-4.684723549851306e-12,-8.735109279559734e-13,-5.37073444409983e-11,-3.963857307023129e-11,-2.093713234312691e-11,9.949285768061113e-11,0.01999999999999999,5.810111998564373e-11,0.01999999999999999,8.71294057517846e-12,0.01999999999999999,3.920648356314085e-11,0.01999999999999999,3.476474367187019e-11,0.01999999999999999,1.242266202940163e-11,0.01999999999999999,-1.993723044838309e-11,0.01999999999999999,-4.684723549851306e-12,0.01999999999999999,-8.735109279559734e-13,0.01999999999999999,-5.37073444409983e-11,0.01999999999999999,-3.963857307023129e-11,0.01999999999999999,-2.093713234312691e-11,0.01999999999999999
161,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,0.02099999999999999,1.001453512151127e-10,5.87241470722864e-11,8.850065315961548e-12,3.938584557200415e-11,3.496249757075522e-11,1.256337527242003e-11,-1.97922400656969e-11,-4.589335760877533e-12,-8.513785410035599e-13,-5.323377175471567e-11,-3.921080892642772e-11,-2.061030580736346e-11,1.001453512151127e-10,0.02099999999999999,5.87241470722864e-11,0.02099999999999999,8.850065315961548e-12,0.02099999999999999,3.938584557200415e-11,0.02099999999999999,3.496249757075522e-11,0.02099999999999999,1.256337527242003e-11,0.02099999999999999,-1.97922400656969e-11,0.02099999999999999,-4.589335760877533e-12,0.02099999999999999,-8.513785410035599e-13,0.02099999999999999,-5.323377175471567e-11,0.02099999999999999,-3.921080892642772e-11,0.02099999999999999,-2.061030580736346e-11,0.02099999999999999
162,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,0.02199999999999999,1.007973667762435e-10,5.935024974512777e-11,8.989060889137823e-12,3.9564621628953e-11,3.515983773491097e-11,1.270507339593216e-11,-1.964784510203681e-11,-4.495108334827841e-12,-8.296805057815092e-13,-5.276254951842066e-11,-3.878532592937953e-11,-2.028566123266942e-11,1.007973667762435e-10,0.02199999999999999,5.935024974512777e-11,0.02199999999999999,8.989060889137823e-12,0.02199999999999999,3.9564621628953e-11,0.02199999999999999,3.515983773491097e-11,0.02199999999999999,1.270507339593216e-11,0.02199999999999999,-1.964784510203681e-11,0.02199999999999999,-4.495108334827841e-12,0.02199999999999999,-8.296805057815092e-13,0.02199999999999999,-5.276254951842066e-11,0.02199999999999999,-3.878532592937953e-11,0.02199999999999999,-2.028566123266942e-11,0.02199999999999999
163,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,0.02299999999999999,1.014488525543071e-10,5.997937932302163e-11,9.129946323157525e-12,3.974280396274419e-11,3.535675184306981e-11,1.284775267307123e-11,-1.950404625006632e-11,-4.40204911151848e-12,-8.084130212068986e-13,-5.229368991383341e-11,-3.836214054552251e-11,-1.996323547076693e-11,1.014488525543071e-10,0.02299999999999999,5.997937932302163e-11,0.02299999999999999,9.129946323157525e-12,0.02299999999999999,3.974280396274419e-11,0.02299999999999999,3.535675184306981e-11,0.02299999999999999,1.284775267307123e-11,0.02299999999999999,-1.950404625006632e-11,0.02299999999999999,-4.40204911151848e-12,0.02299999999999999,-8.084130212068986e-13,0.02299999999999999,-5.229368991383341e-11,0.02299999999999999,-3.836214054552251e-11,0.02299999999999999,-1.996323547076693e-11,0.02299999999999999
164,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,0.02399999999999999,1.020997570643771e-10,6.061148620024863e-11,9.272740693772157e-12,3.992038496147196e-11,3.555322773929816e-11,1.299140918269992e-11,-1.93608441949687e-11,-4.310165402254053e-12,-7.875721516309599e-13,-5.182720482900116e-11,-3.794126902399887e-11,-1.964306521518339e-11,1.020997570643771e-10,0.02399999999999999,6.061148620024863e-11,0.02399999999999999,9.272740693772157e-12,0.02399999999999999,3.992038496147196e-11,0.02399999999999999,3.555322773929816e-11,0.02399999999999999,1.299140918269992e-11,0.02399999999999999,-1.93608441949687e-11,0.02399999999999999,-4.310165402254053e-12,0.02399999999999999,-7.875721516309599e-13,0.02399999999999999,-5.182720482900116e-11,0.02399999999999999,-3.794126902399887e-11,0.02399999999999999,-1.964306521518339e-11,0.02399999999999999
165,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,0.02499999999999999,1.027500291618711e-10,6.124651986247077e-11,9.417463120449293e-12,4.009735717271676e-11,3.574925343501768e-11,1.313603880908854e-11,-1.921823961429469e-11,-4.219463979493699e-12,-7.671538323121328e-13,-5.13631058568115e-11,-3.752272739093318e-11,-1.932518696276326e-11,1.027500291618711e-10,0.02499999999999999,6.124651986247077e-11,0.02499999999999999,9.417463120449293e-12,0.02499999999999999,4.009735717271676e-11,0.02499999999999999,3.574925343501768e-11,0.02499999999999999,1.313603880908854e-11,0.02499999999999999,-1.921823961429469e-11,0.02499999999999999,-4.219463979493699e-12,0.02499999999999999,-7.671538323121328e-13,0.02499999999999999,-5.13631058568115e-11,0.02499999999999999,-3.752272739093318e-11,0.02499999999999999,-1.932518696276326e-11,0.02499999999999999
166,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,1.033996180578349e-10,6.188442890332453e-11,9.564132762698537e-12,4.027371330362694e-11,3.594481711092379e-11,1.328163724167573e-11,-1.907623317780589e-11,-4.129951067416814e-12,-7.471538749830294e-13,-5.090140429359142e-11,-3.710653144372545e-11,-1.900963697455699e-11,1.033996180578349e-10,0.026,6.188442890332453e-11,0.026,9.564132762698537e-12,0.026,4.027371330362694e-11,0.026,3.594481711092379e-11,0.026,1.328163724167573e-11,0.026,-1.907623317780589e-11,0.026,-4.129951067416814e-12,0.026,-7.471538749830294e-13,0.026,-5.090140429359142e-11,0.026,-3.710653144372545e-11,0.026,-1.900963697455699e-11,0.026
167,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,1.040484733339266e-10,6.252516104164111e-11,9.712768816306811e-12,4.044944622093413e-11,3.613990711880175e-11,1.342819997491279e-11,-1.893482554731424e-11,-4.041632333413198e-12,-7.275679734975517e-13,-5.044211113779308e-11,-3.669269674536611e-11,-1.869645123615523e-11,1.040484733339266e-10,0.027,6.252516104164111e-11,0.027,9.712768816306811e-12,0.027,4.044944622093413e-11,0.027,3.613990711880175e-11,0.027,1.342819997491279e-11,0.027,-1.893482554731424e-11,0.027,-4.041632333413198e-12,0.027,-7.275679734975517e-13,0.027,-5.044211113779308e-11,0.027,-3.669269674536611e-11,0.027,-1.869645123615523e-11,0.027
168,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,1.046965449570948e-10,6.316866313928252e-11,9.863390509484376e-12,4.062454895090379e-11,3.633451198324085e-11,1.35757223081923e-11,-1.879401737651713e-11,-3.954512880519596e-12,-7.083917095445051e-13,-4.998523708876634e-11,-3.628123861877673e-11,-1.838566541753941e-11,1.046965449570948e-10,0.028,6.316866313928252e-11,0.028,9.863390509484376e-12,0.028,4.062454895090379e-11,0.028,3.633451198324085e-11,0.028,1.35757223081923e-11,0.028,-1.879401737651713e-11,0.028,-3.954512880519596e-12,0.028,-7.083917095445051e-13,0.028,-4.998523708876634e-11,0.028,-3.628123861877673e-11,0.028,-1.838566541753941e-11,0.028
169,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,1.053437832939405e-10,6.381488121958064e-11,1.001601709891893e-11,4.079901467922183e-11,3.652862040324688e-11,1.372419934586186e-11,-1.865380931082867e-11,-3.868597240821514e-12,-6.896205584142277e-13,-4.953079254561836e-11,-3.587217214118124e-11,-1.807731483252384e-11,1.053437832939405e-10,0.029,6.381488121958064e-11,0.029,1.001601709891893e-11,0.029,4.079901467922183e-11,0.029,3.652862040324688e-11,0.029,1.372419934586186e-11,0.029,-1.865380931082867e-11,0.029,-3.868597240821514e-12,0.029,-6.896205584142277e-13,0.029,-4.953079254561836e-11,0.029,-3.587217214118124e-11,0.029,-1.807731483252384e-11,0.029
170,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.059901391247569e-10,6.44637604863662e-11,1.017066786574044e-11,4.097283675081854e-11,3.672222125375361e-11,1.387362599732378e-11,-1.851420198720684e-11,-3.783889369836071e-12,-6.712498948049364e-13,-4.907878760616105e-11,-3.546551213851213e-11,-1.777143439786725e-11,1.059901391247569e-10,0.03,6.44637604863662e-11,0.03,1.017066786574044e-11,0.03,4.097283675081854e-11,0.03,3.672222125375361e-11,0.03,1.387362599732378e-11,0.03,-1.851420198720684e-11,0.03,-3.783889369836071e-12,0.03,-6.712498948049364e-13,0.03,-4.907878760616105e-11,0.03,-3.546551213851213e-11,0.03,-1.777143439786725e-11,0.03
171,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,1.066355636572396e-10,6.511524534357274e-11,1.032736211139306e-11,4.114600866963127e-11,3.691530358703378e-11,1.402399697722103e-11,-1.837519603397665e-11,-3.700392641888419e-12,-6.532749986557523e-13,-4.86292320659462e-11,-3.506127317985579e-11,-1.746805859213514e-11,1.066355636572396e-10,0.031,6.511524534357274e-11,0.031,1.032736211139306e-11,0.031,4.114600866963127e-11,0.031,3.691530358703378e-11,0.031,1.402399697722103e-11,0.031,-1.837519603397665e-11,0.031,-3.700392641888419e-12,0.031,-6.532749986557523e-13,0.031,-4.86292320659462e-11,0.031,-3.506127317985579e-11,0.031,-1.746805859213514e-11,0.031
172,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,0.03199999999999999,1.072800085398601e-10,6.576927941540232e-11,1.048611915341761e-11,4.131852409830668e-11,3.710785663401015e-11,1.41753068057105e-11,-1.823679207064949e-11,-3.618109846491081e-12,-6.35691060993638e-13,-4.818213541738889e-11,-3.4659469571942e-11,-1.716722141439679e-11,1.072800085398601e-10,0.03199999999999999,6.576927941540232e-11,0.03199999999999999,1.048611915341761e-11,0.03199999999999999,4.131852409830668e-11,0.03199999999999999,3.710785663401015e-11,0.03199999999999999,1.41753068057105e-11,0.03199999999999999,-1.823679207064949e-11,0.03199999999999999,-3.618109846491081e-12,0.03199999999999999,-6.35691060993638e-13,0.03199999999999999,-4.818213541738889e-11,0.03199999999999999,-3.4659469571942e-11,0.03199999999999999,-1.716722141439679e-11,0.03199999999999999
173,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,0.03299999999999999,1.079234258748976e-10,6.642580556703575e-11,1.064695832114162e-11,4.149037685784419e-11,3.729986980546772e-11,1.432754980882352e-11,-1.809899070773853e-11,-3.537043185732136e-12,-6.184931897818092e-13,-4.77375068489788e-11,-3.426011535368172e-11,-1.686895634284368e-11,1.079234258748976e-10,0.03299999999999999,6.642580556703575e-11,0.03299999999999999,1.064695832114162e-11,0.03299999999999999,4.149037685784419e-11,0.03299999999999999,3.729986980546772e-11,0.03299999999999999,1.432754980882352e-11,0.03299999999999999,-1.809899070773853e-11,0.03299999999999999,-3.537043185732136e-12,0.03299999999999999,-6.184931897818092e-13,0.03299999999999999,-4.77375068489788e-11,0.03299999999999999,-3.426011535368172e-11,0.03299999999999999,-1.686895634284368e-11,0.03299999999999999
174,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,0.03399999999999999,1.085657682311209e-10,6.708476592587222e-11,1.080989895127863e-11,4.166156092718178e-11,3.749133269316753e-11,1.448072011891476e-11,-1.796179254657033e-11,-3.457194272675085e-12,-6.016764157575324e-13,-4.729535524458044e-11,-3.386322429075811e-11,-1.657329629341855e-11,1.085657682311209e-10,0.03399999999999999,6.708476592587222e-11,0.03399999999999999,1.080989895127863e-11,0.03399999999999999,4.166156092718178e-11,0.03399999999999999,3.749133269316753e-11,0.03399999999999999,1.448072011891476e-11,0.03399999999999999,-1.796179254657033e-11,0.03399999999999999,-3.457194272675085e-12,0.03399999999999999,-6.016764157575324e-13,0.03399999999999999,-4.729535524458044e-11,0.03399999999999999,-3.386322429075811e-11,0.03399999999999999,-1.657329629341855e-11,0.03399999999999999
175,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,0.03499999999999999,1.092069886561181e-10,6.774610190328109e-11,1.09749603834358e-11,4.183207044272518e-11,3.768223507086309e-11,1.463481167519914e-11,-1.782519817909272e-11,-3.378564130769717e-12,-5.852356982476027e-13,-4.685568918282147e-11,-3.34688098702751e-11,-1.628027357854583e-11,1.092069886561181e-10,0.03499999999999999,6.774610190328109e-11,0.03499999999999999,1.09749603834358e-11,0.03499999999999999,4.183207044272518e-11,0.03499999999999999,3.768223507086309e-11,0.03499999999999999,1.463481167519914e-11,0.03499999999999999,-1.782519817909272e-11,0.03499999999999999,-3.378564130769717e-12,0.03499999999999999,-5.852356982476027e-13,0.03499999999999999,-4.685568918282147e-11,0.03499999999999999,-3.34688098702751e-11,0.03499999999999999,-1.628027357854583e-11,0.03499999999999999
176,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,0.03599999999999999,1.098470406882657e-10,6.840975421684827e-11,1.114216195553032e-11,4.200189969782243e-11,3.787256689522047e-11,1.478981822437769e-11,-1.768920818767908e-11,-3.301153194270213e-12,-5.691659309502187e-13,-4.64185169365698e-11,-3.307688529546837e-11,-1.598991986605671e-11,1.098470406882657e-10,0.03599999999999999,6.840975421684827e-11,0.03599999999999999,1.114216195553032e-11,0.03599999999999999,4.200189969782243e-11,0.03599999999999999,3.787256689522047e-11,0.03599999999999999,1.478981822437769e-11,0.03599999999999999,-1.768920818767908e-11,0.03599999999999999,-3.301153194270213e-12,0.03599999999999999,-5.691659309502187e-13,0.03599999999999999,-4.64185169365698e-11,0.03599999999999999,-3.307688529546837e-11,0.03599999999999999,-1.598991986605671e-11,0.03599999999999999
177,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,0.03699999999999999,1.104858783683356e-10,6.907566291309919e-11,1.131152299911512e-11,4.217104314218408e-11,3.806231830664303e-11,1.494573332135222e-11,-1.755382314492881e-11,-3.224961309653354e-12,-5.534619476724013e-13,-4.598384647249914e-11,-3.268746348048322e-11,-1.570226613840323e-11,1.104858783683356e-10,0.03699999999999999,6.907566291309919e-11,0.03699999999999999,1.131152299911512e-11,0.03699999999999999,4.217104314218408e-11,0.03699999999999999,3.806231830664303e-11,0.03699999999999999,1.494573332135222e-11,0.03699999999999999,-1.755382314492881e-11,0.03699999999999999,-3.224961309653354e-12,0.03699999999999999,-5.534619476724013e-13,0.03699999999999999,-4.598384647249914e-11,0.03699999999999999,-3.268746348048322e-11,0.03699999999999999,-1.570226613840323e-11,0.03699999999999999
178,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,0.03799999999999999,1.111234562507332e-10,6.974376739067935e-11,1.148306283461289e-11,4.233949538125158e-11,3.825147963000168e-11,1.510255033002914e-11,-1.741904361346449e-11,-3.149987738026608e-12,-5.381185280125718e-13,-4.555168545074308e-11,-3.230055704522408e-11,-1.541734265225664e-11,1.111234562507332e-10,0.03799999999999999,6.974376739067935e-11,0.03799999999999999,1.148306283461289e-11,0.03799999999999999,4.233949538125158e-11,0.03799999999999999,3.825147963000168e-11,0.03799999999999999,1.510255033002914e-11,0.03799999999999999,-1.741904361346449e-11,0.03799999999999999,-3.149987738026608e-12,0.03799999999999999,-5.381185280125718e-13,0.03799999999999999,-4.555168545074308e-11,0.03799999999999999,-3.230055704522408e-11,0.03799999999999999,-1.541734265225664e-11,0.03799999999999999
179,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,0.03899999999999999,1.117597294143645e-10,7.041400642397348e-11,1.165680076646031e-11,4.250725117551407e-11,3.844004137527208e-11,1.526026242421241e-11,-1.728487014572539e-11,-3.076231158512686e-12,-5.231304029783787e-13,-4.512204122463748e-11,-3.191617831028017e-11,-1.513517889858694e-11,1.117597294143645e-10,0.03899999999999999,7.041400642397348e-11,0.03899999999999999,1.165680076646031e-11,0.03899999999999999,4.250725117551407e-11,0.03899999999999999,3.844004137527208e-11,0.03899999999999999,1.526026242421241e-11,0.03899999999999999,-1.728487014572539e-11,0.03899999999999999,-3.076231158512686e-12,0.03899999999999999,-5.231304029783787e-13,0.03899999999999999,-4.512204122463748e-11,0.03899999999999999,-3.191617831028017e-11,0.03899999999999999,-1.513517889858694e-11,0.03899999999999999
