"time","v","der(v)","flux","flux0"
70.90000000000001,0.05089999999999999,0.001,-1.254835598710616e-09,-1.34944386579954e-08
71,0.05099999999999999,0.001,-1.237545673307631e-09,-1.34944386579954e-08
71.09999999999999,0.05109999999999998,0.001,-1.220277886473314e-09,-1.34944386579954e-08
71.2,0.05119999999999999,0.001,-1.203032208599412e-09,-1.34944386579954e-08
71.3,0.05129999999999998,0.001,-1.185808610066642e-09,-1.34944386579954e-08
71.40000000000001,0.05139999999999999,0.001,-1.168607061244849e-09,-1.34944386579954e-08
71.5,0.05149999999999999,0.001,-1.15142753249322e-09,-1.34944386579954e-08
71.59999999999999,0.05159999999999998,0.001,-1.134269994160457e-09,-1.34944386579954e-08
71.7,0.05169999999999999,0.001,-1.117134416584959e-09,-1.34944386579954e-08
71.8,0.05179999999999998,0.001,-1.100020770095034e-09,-1.34944386579954e-08
71.90000000000001,0.05189999999999999,0.001,-1.082929025009053e-09,-1.34944386579954e-08
72,0.05199999999999999,0.001,-1.065859151635669e-09,-1.34944386579954e-08
72.09999999999999,0.05209999999999998,0.001,-1.048811120273977e-09,-1.34944386579954e-08
72.2,0.05219999999999999,0.001,-1.031784901213707e-09,-1.34944386579954e-08
72.3,0.05229999999999999,0.001,-1.014780464735427e-09,-1.34944386579954e-08
72.40000000000001,0.0524,0.001,-9.977977811106999e-10,-1.34944386579954e-08
72.5,0.05249999999999999,0.001,-9.808368206022921e-10,-1.34944386579954e-08
72.59999999999999,0.05259999999999998,0.001,-9.63897553464343e-10,-1.34944386579954e-08
72.7,0.05269999999999999,0.001,-9.469799499425529e-10,-1.34944386579954e-08
72.8,0.05279999999999998,0.001,-9.300839802743778e-10,-1.34944386579954e-08
72.90000000000001,0.0529,0.001,-9.132096146891916e-10,-1.34944386579954e-08
73,0.05299999999999998,0.001,-8.963568234084977e-10,-1.34944386579954e-08
73.09999999999999,0.05309999999999998,0.001,-8.79525576646081e-10,-1.34944386579954e-08
73.2,0.05319999999999999,0.001,-8.627158446082113e-10,-1.34944386579954e-08
73.3,0.05329999999999998,0.001,-8.459275974938271e-10,-1.34944386579954e-08
73.40000000000001,0.0534,0.001,-8.291608054946958e-10,-1.34944386579954e-08
73.5,0.05349999999999999,0.001,-8.124154387956282e-10,-1.34944386579954e-08
73.59999999999999,0.05359999999999998,0.001,-7.956914675746273e-10,-1.34944386579954e-08
73.7,0.05369999999999998,0.001,-7.78988862003089e-10,-1.34944386579954e-08
73.8,0.05379999999999999,0.001,-7.623075922459785e-10,-1.34944386579954e-08
73.90000000000001,0.05389999999999999,0.001,-7.456476284620087e-10,-1.34944386579954e-08
74,0.05399999999999999,0.001,-7.290089408038232e-10,-1.34944386579954e-08
74.09999999999999,0.05409999999999998,0.001,-7.123914994181733e-10,-1.34944386579954e-08
74.2,0.05419999999999998,0.001,-6.957952744460934e-10,-1.34944386579954e-08
74.3,0.05429999999999999,0.001,-6.792202360230902e-10,-1.34944386579954e-08
74.40000000000001,0.05439999999999999,0.001,-6.626663542793145e-10,-1.34944386579954e-08
74.5,0.05449999999999999,0.001,-6.461335993397405e-10,-1.34944386579954e-08
74.59999999999999,0.05459999999999998,0.001,-6.296219413243461e-10,-1.34944386579954e-08
74.7,0.05469999999999998,0.001,-6.131313503482812e-10,-1.34944386579954e-08
74.8,0.05479999999999998,0.001,-5.966617965220599e-10,-1.34944386579954e-08
74.90000000000001,0.05489999999999999,0.001,-5.802132499517242e-10,-1.34944386579954e-08
75,0.05499999999999999,0.001,-5.63785680739032e-10,-1.34944386579954e-08
75.09999999999999,0.05509999999999998,0.001,-5.473790589816225e-10,-1.34944386579954e-08
75.2,0.05519999999999999,0.001,-5.309933547731949e-10,-1.34944386579954e-08
75.3,0.05529999999999998,0.001,-5.146285382036921e-10,-1.34944386579954e-08
75.40000000000001,0.05539999999999999,0.001,-4.982845793594612e-10,-1.34944386579954e-08
75.5,0.05549999999999999,0.001,-4.81961448323446e-10,-1.34944386579954e-08
75.59999999999999,0.05559999999999998,0.001,-4.656591151753444e-10,-1.34944386579954e-08
75.7,0.05569999999999999,0.001,-4.493775499917907e-10,-1.34944386579954e-08
75.8,0.05579999999999998,0.001,-4.33116722846531e-10,-1.34944386579954e-08
75.90000000000001,0.05589999999999999,0.001,-4.1687660381059e-10,-1.34944386579954e-08
76,0.05599999999999999,0.001,-4.006571629524537e-10,-1.34944386579954e-08
76.09999999999999,0.05609999999999998,0.001,-3.8445837033823e-10,-1.34944386579954e-08
76.2,0.05619999999999999,0.001,-3.682801960318281e-10,-1.34944386579954e-08
76.3,0.05629999999999998,0.001,-3.521226100951321e-10,-1.34944386579954e-08
76.40000000000001,0.05639999999999999,0.001,-3.359855825881634e-10,-1.34944386579954e-08
76.5,0.05649999999999998,0.001,-3.19869083569267e-10,-1.34944386579954e-08
76.59999999999999,0.05659999999999998,0.001,-3.037730830952611e-10,-1.34944386579954e-08
76.7,0.05669999999999999,0.001,-2.876975512216281e-10,-1.34944386579954e-08
76.8,0.05679999999999998,0.001,-2.716424580026733e-10,-1.34944386579954e-08
76.90000000000001,0.05689999999999999,0.001,-2.556077734916924e-10,-1.34944386579954e-08
77,0.05699999999999998,0.001,-2.395934677411543e-10,-1.34944386579954e-08
77.09999999999999,0.05709999999999998,0.001,-2.235995108028494e-10,-1.34944386579954e-08
77.2,0.05719999999999999,0.001,-2.076258727280759e-10,-1.34944386579954e-08
77.3,0.05729999999999998,0.001,-1.916725235678016e-10,-1.34944386579954e-08
77.40000000000001,0.05739999999999999,0.001,-1.757394333728249e-10,-1.34944386579954e-08
77.5,0.05749999999999998,0.001,-1.598265721939574e-10,-1.34944386579954e-08
77.59999999999999,0.05759999999999998,0.001,-1.43933910082171e-10,-1.34944386579954e-08
77.7,0.05769999999999999,0.001,-1.280614170887821e-10,-1.34944386579954e-08
77.8,0.05779999999999998,0.001,-1.122090632656094e-10,-1.34944386579954e-08
77.90000000000001,0.05789999999999999,0.001,-9.637681866513566e-11,-1.34944386579954e-08
78,0.05799999999999998,0.001,-8.056465334068687e-11,-1.34944386579954e-08
78.09999999999999,0.05809999999999998,0.001,-6.477253734657819e-11,-1.34944386579954e-08
78.2,0.05819999999999999,0.001,-4.900044073829377e-11,-1.34944386579954e-08
78.3,0.05829999999999998,0.001,-3.32483335726473e-11,-1.34944386579954e-08
78.40000000000001,0.05839999999999999,0.001,-1.751618590793681e-11,-1.34944386579954e-08
78.5,0.05849999999999998,0.001,-1.803967804126244e-12,-1.34944386579954e-08
78.59999999999999,0.05859999999999999,0.001,1.388835067701648e-11,-1.34944386579954e-08
78.7,0.05869999999999999,0.001,2.956079947173179e-11,-1.34944386579954e-08
78.8,0.05879999999999998,0.001,4.52134085141234e-11,-1.34944386579954e-08
78.90000000000001,0.05889999999999999,0.001,6.084620773599232e-11,-1.34944386579954e-08
79,0.05899999999999998,0.001,7.645922706666616e-11,-1.34944386579954e-08
79.09999999999999,0.05909999999999998,0.001,9.205249643285631e-11,-1.34944386579954e-08
79.2,0.05919999999999999,0.001,1.076260457584852e-10,-1.34944386579954e-08
79.3,0.05929999999999998,0.001,1.231799049645212e-10,-1.34944386579954e-08
79.40000000000001,0.05939999999999999,0.001,1.387141039688375e-10,-1.34944386579954e-08
79.5,0.05949999999999998,0.001,1.542286726860281e-10,-1.34944386579954e-08
79.59999999999999,0.05959999999999998,0.001,1.697236410272755e-10,-1.34944386579954e-08
79.7,0.05969999999999999,0.001,1.85199038900175e-10,-1.34944386579954e-08
79.8,0.05979999999999998,0.001,2.006548962085722e-10,-1.34944386579954e-08
79.90000000000001,0.05989999999999999,0.001,2.160912428524306e-10,-1.34944386579954e-08
80,0.05999999999999998,0.001,2.315081087276385e-10,-1.34944386579954e-08
80.09999999999999,0.06009999999999998,0.001,2.469055237258873e-10,-1.34944386579954e-08
80.2,0.06019999999999999,0.001,2.622835177344936e-10,-1.34944386579954e-08
80.3,0.06029999999999998,0.001,2.776421206362433e-10,-1.34944386579954e-08
80.40000000000001,0.0604,0.001,2.929813623092556e-10,-1.34944386579954e-08
80.5,0.06049999999999998,0.001,3.08301272626795e-10,-1.34944386579954e-08
80.59999999999999,0.06059999999999998,0.001,3.236018814571515e-10,-1.34944386579954e-08
80.7,0.06069999999999999,0.001,3.388832186634651e-10,-1.34944386579954e-08
80.8,0.06079999999999998,0.001,3.541453141035707e-10,-1.34944386579954e-08
80.90000000000001,0.0609,0.001,3.693881976298651e-10,-1.34944386579954e-08
81,0.06099999999999998,0.001,3.846118990891218e-10,-1.34944386579954e-08
81.09999999999999,0.06109999999999998,0.001,3.998164483223717e-10,-1.34944386579954e-08
81.2,0.06119999999999999,0.001,4.150018751647301e-10,-1.34944386579954e-08
81.3,0.06129999999999998,0.001,4.301682094452465e-10,-1.34944386579954e-08
81.40000000000001,0.0614,0.001,4.45315480986767e-10,-1.34944386579954e-08
81.5,0.06149999999999999,0.001,4.6044371960576e-10,-1.34944386579954e-08
81.59999999999999,0.06159999999999998,0.001,4.755529551121906e-10,-1.34944386579954e-08
81.7,0.06169999999999999,0.001,4.906432173093589e-10,-1.34944386579954e-08
81.8,0.06179999999999998,0.001,5.057145359937392e-10,-1.34944386579954e-08
81.90000000000001,0.0619,0.001,5.207669409548596e-10,-1.34944386579954e-08
82,0.06199999999999999,0.001,5.358004619751175e-10,-1.34944386579954e-08
82.09999999999999,0.06209999999999998,0.001,5.508151288296638e-10,-1.34944386579954e-08
82.2,0.06219999999999999,0.001,5.658109712862365e-10,-1.34944386579954e-08
82.3,0.06229999999999998,0.001,5.807880191050117e-10,-1.34944386579954e-08
82.40000000000001,0.06239999999999999,0.001,5.957463020384732e-10,-1.34944386579954e-08
82.5,0.06249999999999999,0.001,6.106858498312437e-10,-1.34944386579954e-08
82.59999999999999,0.06259999999999998,0.001,6.256066922199574e-10,-1.34944386579954e-08
82.7,0.06269999999999999,0.001,6.405088589331082e-10,-1.34944386579954e-08
82.8,0.06279999999999998,0.001,6.553923796908916e-10,-1.34944386579954e-08
82.90000000000001,0.06289999999999998,0.001,6.702572842050851e-10,-1.34944386579954e-08
83,0.06299999999999999,0.001,6.851036021788805e-10,-1.34944386579954e-08
83.09999999999999,0.06309999999999998,0.001,6.999313633067519e-10,-1.34944386579954e-08
83.2,0.06319999999999999,0.001,7.147405972743135e-10,-1.34944386579954e-08
83.3,0.06329999999999998,0.001,7.295313337581618e-10,-1.34944386579954e-08
83.40000000000001,0.06339999999999998,0.001,7.443036024257553e-10,-1.34944386579954e-08
83.5,0.06349999999999999,0.001,7.590574329352536e-10,-1.34944386579954e-08
83.59999999999999,0.06359999999999998,0.001,7.737928549353803e-10,-1.34944386579954e-08
83.7,0.06369999999999999,0.001,7.885098980652929e-10,-1.34944386579954e-08
83.8,0.06379999999999998,0.001,8.032085919544203e-10,-1.34944386579954e-08
83.90000000000001,0.06389999999999998,0.001,8.178889662223453e-10,-1.34944386579954e-08
84,0.06399999999999999,0.001,8.325510504786483e-10,-1.34944386579954e-08
84.09999999999999,0.06409999999999998,0.001,8.471948743227716e-10,-1.34944386579954e-08
84.2,0.06419999999999999,0.001,8.618204673438899e-10,-1.34944386579954e-08
84.3,0.06429999999999998,0.001,8.764278591207514e-10,-1.34944386579954e-08
84.40000000000001,0.06439999999999999,0.001,8.910170792215624e-10,-1.34944386579954e-08
84.5,0.06449999999999999,0.001,9.055881572038331e-10,-1.34944386579954e-08
84.59999999999999,0.06459999999999998,0.001,9.201411226142446e-10,-1.34944386579954e-08
84.7,0.06469999999999999,0.001,9.346760049885212e-10,-1.34944386579954e-08
84.8,0.06479999999999998,0.001,9.491928338512716e-10,-1.34944386579954e-08
84.90000000000001,0.06489999999999999,0.001,9.63691638715881e-10,-1.34944386579954e-08
85,0.06499999999999999,0.001,9.781724490843534e-10,-1.34944386579954e-08
85.09999999999999,0.06509999999999998,0.001,9.926352944471849e-10,-1.34944386579954e-08
85.2,0.06519999999999999,0.001,1.007080204283236e-09,-1.34944386579954e-08
85.3,0.06529999999999998,0.001,1.021507208059575e-09,-1.34944386579954e-08
85.40000000000001,0.06539999999999999,0.001,1.035916335231375e-09,-1.34944386579954e-08
85.5,0.06549999999999999,0.001,1.050307615241756e-09,-1.34944386579954e-08
85.59999999999999,0.06559999999999998,0.001,1.064681077521658e-09,-1.34944386579954e-08
85.7,0.06569999999999998,0.001,1.079036751489719e-09,-1.34944386579954e-08
85.8,0.06579999999999998,0.001,1.093374666552131e-09,-1.34944386579954e-08
85.90000000000001,0.06589999999999999,0.001,1.10769485210251e-09,-1.34944386579954e-08
86,0.06599999999999999,0.001,1.12199733752177e-09,-1.34944386579954e-08
86.09999999999999,0.06609999999999998,0.001,1.136282152177987e-09,-1.34944386579954e-08
86.2,0.06619999999999998,0.001,1.150549325426277e-09,-1.34944386579954e-08
86.3,0.06629999999999998,0.001,1.164798886608655e-09,-1.34944386579954e-08
86.40000000000001,0.06639999999999999,0.001,1.179030865053913e-09,-1.34944386579954e-08
86.5,0.06649999999999999,0.001,1.193245290077489e-09,-1.34944386579954e-08
86.59999999999999,0.06659999999999998,0.001,1.207442190981337e-09,-1.34944386579954e-08
86.7,0.06669999999999998,0.001,1.221621597053806e-09,-1.34944386579954e-08
86.8,0.06679999999999998,0.001,1.235783537569505e-09,-1.34944386579954e-08
86.90000000000001,0.06689999999999999,0.001,1.249928041789174e-09,-1.34944386579954e-08
87,0.06699999999999999,0.001,1.264055138959569e-09,-1.34944386579954e-08
87.09999999999999,0.06709999999999998,0.001,1.27816485831332e-09,-1.34944386579954e-08
87.2,0.06719999999999998,0.001,1.292257229068824e-09,-1.34944386579954e-08
87.3,0.06729999999999998,0.001,1.306332280430102e-09,-1.34944386579954e-08
87.40000000000001,0.06739999999999999,0.001,1.320390041586684e-09,-1.34944386579954e-08
87.5,0.06749999999999999,0.001,1.334430541713482e-09,-1.34944386579954e-08
87.59999999999999,0.06759999999999998,0.001,1.348453809970666e-09,-1.34944386579954e-08
87.7,0.06769999999999998,0.001,1.362459875503546e-09,-1.34944386579954e-08
87.8,0.06779999999999999,0.001,1.376448767442437e-09,-1.34944386579954e-08
87.90000000000001,0.06789999999999999,0.001,1.390420514902548e-09,-1.34944386579954e-08
88,0.06799999999999999,0.001,1.404375146983853e-09,-1.34944386579954e-08
88.09999999999999,0.06809999999999998,0.001,1.418312692770972e-09,-1.34944386579954e-08
88.2,0.06819999999999998,0.001,1.432233181333054e-09,-1.34944386579954e-08
88.3,0.06829999999999999,0.001,1.446136641723649e-09,-1.34944386579954e-08
88.40000000000001,0.06839999999999999,0.001,1.460023102980588e-09,-1.34944386579954e-08
88.5,0.06849999999999999,0.001,1.473892594125871e-09,-1.34944386579954e-08
88.59999999999999,0.06859999999999998,0.001,1.487745144165538e-09,-1.34944386579954e-08
88.7,0.06869999999999998,0.001,1.501580782089561e-09,-1.34944386579954e-08
88.8,0.06879999999999999,0.001,1.515399536871713e-09,-1.34944386579954e-08
88.90000000000001,0.06889999999999999,0.001,1.52920143746946e-09,-1.34944386579954e-08
89,0.06899999999999998,0.001,1.542986512823837e-09,-1.34944386579954e-08
89.09999999999999,0.06909999999999998,0.001,1.556754791859339e-09,-1.34944386579954e-08
89.2,0.06919999999999998,0.001,1.570506303483795e-09,-1.34944386579954e-08
89.3,0.06929999999999999,0.001,1.584241076588257e-09,-1.34944386579954e-08
89.40000000000001,0.06939999999999999,0.001,1.597959140046883e-09,-1.34944386579954e-08
89.5,0.06949999999999999,0.001,1.611660522716824e-09,-1.34944386579954e-08
89.59999999999999,0.06959999999999998,0.001,1.625345253438104e-09,-1.34944386579954e-08
89.7,0.06969999999999998,0.001,1.639013361033514e-09,-1.34944386579954e-08
89.8,0.06979999999999999,0.001,1.652664874308492e-09,-1.34944386579954e-08
89.90000000000001,0.06989999999999999,0.001,1.666299822051008e-09,-1.34944386579954e-08
90,0.06999999999999998,0.001,1.679918233031455e-09,-1.34944386579954e-08
90.09999999999999,0.07009999999999998,0.001,1.693520136002539e-09,-1.34944386579954e-08
90.2,0.07019999999999998,0.001,1.70710555969916e-09,-1.34944386579954e-08
90.3,0.07029999999999999,0.001,1.720674532838305e-09,-1.34944386579954e-08
90.40000000000001,0.07039999999999999,0.001,1.734227084118935e-09,-1.34944386579954e-08
90.5,0.07049999999999998,0.001,1.747763242221873e-09,-1.34944386579954e-08
90.59999999999999,0.07059999999999998,0.001,1.761283035809705e-09,-1.34944386579954e-08
90.7,0.07069999999999999,0.001,1.774786493526653e-09,-1.34944386579954e-08
90.8,0.07079999999999999,0.001,1.788273643998475e-09,-1.34944386579954e-08
90.90000000000001,0.07089999999999999,0.001,1.801744515832356e-09,-1.34944386579954e-08
91,0.07099999999999998,0.001,1.8151991376168e-09,-1.34944386579954e-08
91.09999999999999,0.07109999999999998,0.001,1.828637537921522e-09,-1.34944386579954e-08
91.2,0.07119999999999999,0.001,1.842059745297336e-09,-1.34944386579954e-08
91.3,0.07129999999999999,0.001,1.855465788276052e-09,-1.34944386579954e-08
91.40000000000001,0.07139999999999999,0.001,1.868855695370373e-09,-1.34944386579954e-08
91.5,0.07149999999999998,0.001,1.882229495073779e-09,-1.34944386579954e-08
91.59999999999999,0.07159999999999998,0.001,1.895587215860432e-09,-1.34944386579954e-08
91.7,0.07169999999999999,0.001,1.908928886185066e-09,-1.34944386579954e-08
91.8,0.07179999999999999,0.001,1.922254534482877e-09,-1.34944386579954e-08
91.90000000000001,0.07189999999999999,0.001,1.935564189169431e-09,-1.34944386579954e-08
92,0.07199999999999998,0.001,1.948857878640548e-09,-1.34944386579954e-08
92.09999999999999,0.07209999999999998,0.001,1.962135631272209e-09,-1.34944386579954e-08
92.2,0.07219999999999999,0.001,1.975397475420444e-09,-1.34944386579954e-08
92.3,0.07229999999999999,0.001,1.988643439421236e-09,-1.34944386579954e-08
92.40000000000001,0.07239999999999999,0.001,2.001873551590415e-09,-1.34944386579954e-08
92.5,0.07249999999999998,0.001,2.015087840223559e-09,-1.34944386579954e-08
92.59999999999999,0.07259999999999998,0.001,2.028286333595895e-09,-1.34944386579954e-08
92.7,0.07269999999999999,0.001,2.041469059962191e-09,-1.34944386579954e-08
92.8,0.07279999999999999,0.001,2.054636047556663e-09,-1.34944386579954e-08
92.90000000000001,0.07289999999999999,0.001,2.067787324592873e-09,-1.34944386579954e-08
93,0.07299999999999998,0.001,2.080922919263626e-09,-1.34944386579954e-08
93.09999999999999,0.07309999999999998,0.001,2.09404285974088e-09,-1.34944386579954e-08
93.2,0.07319999999999999,0.001,2.107147174175641e-09,-1.34944386579954e-08
93.3,0.07329999999999998,0.001,2.120235890697861e-09,-1.34944386579954e-08
93.40000000000001,0.07339999999999999,0.001,2.133309037416357e-09,-1.34944386579954e-08
93.5,0.07349999999999998,0.001,2.146366642418689e-09,-1.34944386579954e-08
93.59999999999999,0.07359999999999998,0.001,2.159408733771091e-09,-1.34944386579954e-08
93.7,0.07369999999999999,0.001,2.172435339518355e-09,-1.34944386579954e-08
93.8,0.07379999999999998,0.001,2.18544648768374e-09,-1.34944386579954e-08
93.90000000000001,0.07389999999999999,0.001,2.198442206268885e-09,-1.34944386579954e-08
94,0.07399999999999998,0.001,2.2114225232537e-09,-1.34944386579954e-08
94.09999999999999,0.07409999999999999,0.001,2.224387466596289e-09,-1.34944386579954e-08
94.2,0.07419999999999999,0.001,2.237337064232841e-09,-1.34944386579954e-08
94.3,0.07429999999999998,0.001,2.250271344077541e-09,-1.34944386579954e-08
94.40000000000001,0.07439999999999999,0.001,2.263190334022487e-09,-1.34944386579954e-08
94.5,0.07449999999999998,0.001,2.27609406193758e-09,-1.34944386579954e-08
94.59999999999999,0.07459999999999997,0.001,2.288982555670446e-09,-1.34944386579954e-08
94.7,0.07469999999999999,0.001,2.301855843046344e-09,-1.34944386579954e-08
94.8,0.07479999999999998,0.001,2.314713951868059e-09,-1.34944386579954e-08
94.90000000000001,0.07489999999999999,0.001,2.327556909915836e-09,-1.34944386579954e-08
95,0.07499999999999998,0.001,2.340384744947266e-09,-1.34944386579954e-08
95.09999999999999,0.07509999999999997,0.001,2.353197484697213e-09,-1.34944386579954e-08
95.2,0.07519999999999999,0.001,2.365995156877721e-09,-1.34944386579954e-08
95.3,0.07529999999999998,0.001,2.378777789177913e-09,-1.34944386579954e-08
95.40000000000001,0.07539999999999999,0.001,2.391545409263927e-09,-1.34944386579954e-08
95.5,0.07549999999999998,0.001,2.404298044778797e-09,-1.34944386579954e-08
95.59999999999999,0.07559999999999997,0.001,2.417035723342396e-09,-1.34944386579954e-08
95.7,0.07569999999999999,0.001,2.42975847255133e-09,-1.34944386579954e-08
95.8,0.07579999999999998,0.001,2.442466319978852e-09,-1.34944386579954e-08
95.90000000000001,0.0759,0.001,2.45515929317479e-09,-1.34944386579954e-08
96,0.07599999999999998,0.001,2.467837419665436e-09,-1.34944386579954e-08
96.09999999999999,0.07609999999999997,0.001,2.480500726953493e-09,-1.34944386579954e-08
96.2,0.07619999999999999,0.001,2.493149242517967e-09,-1.34944386579954e-08
96.3,0.07629999999999998,0.001,2.505782993814082e-09,-1.34944386579954e-08
96.40000000000001,0.0764,0.001,2.518402008273213e-09,-1.34944386579954e-08
96.5,0.07649999999999998,0.001,2.531006313302785e-09,-1.34944386579954e-08
96.59999999999999,0.07659999999999997,0.001,2.543595936286202e-09,-1.34944386579954e-08
96.7,0.07669999999999999,0.001,2.556170904582762e-09,-1.34944386579954e-08
96.8,0.07679999999999998,0.001,2.568731245527563e-09,-1.34944386579954e-08
96.90000000000001,0.0769,0.001,2.581276986431441e-09,-1.34944386579954e-08
97,0.07699999999999999,0.001,2.59380815458087e-09,-1.34944386579954e-08
97.09999999999999,0.07709999999999997,0.001,2.606324777237897e-09,-1.34944386579954e-08
97.2,0.07719999999999999,0.001,2.618826881640055e-09,-1.34944386579954e-08
97.3,0.07729999999999998,0.001,2.63131449500027e-09,-1.34944386579954e-08
97.40000000000001,0.0774,0.001,2.643787644506812e-09,-1.34944386579954e-08
97.5,0.07749999999999999,0.001,2.656246357323177e-09,-1.34944386579954e-08
97.59999999999999,0.07759999999999997,0.001,2.668690660588049e-09,-1.34944386579954e-08
97.7,0.07769999999999999,0.001,2.681120581415191e-09,-1.34944386579954e-08
97.8,0.07779999999999998,0.001,2.693536146893375e-09,-1.34944386579954e-08
97.90000000000001,0.0779,0.001,2.70593738408632e-09,-1.34944386579954e-08
98,0.07799999999999999,0.001,2.718324320032586e-09,-1.34944386579954e-08
98.09999999999999,0.07809999999999997,0.001,2.730696981745528e-09,-1.34944386579954e-08
98.2,0.07819999999999999,0.001,2.743055396213206e-09,-1.34944386579954e-08
98.3,0.07829999999999998,0.001,2.755399590398297e-09,-1.34944386579954e-08
98.40000000000001,0.0784,0.001,2.767729591238048e-09,-1.34944386579954e-08
98.5,0.07849999999999999,0.001,2.780045425644171e-09,-1.34944386579954e-08
98.59999999999999,0.07859999999999998,0.001,2.792347120502794e-09,-1.34944386579954e-08
98.7,0.07869999999999999,0.001,2.804634702674377e-09,-1.34944386579954e-08
98.8,0.07879999999999998,0.001,2.816908198993627e-09,-1.34944386579954e-08
98.90000000000001,0.0789,0.001,2.82916763626945e-09,-1.34944386579954e-08
99,0.07899999999999999,0.001,2.841413041284851e-09,-1.34944386579954e-08
99.09999999999999,0.07909999999999998,0.001,2.853644440796886e-09,-1.34944386579954e-08
99.2,0.07919999999999999,0.001,2.86586186153658e-09,-1.34944386579954e-08
99.3,0.07929999999999998,0.001,2.878065330208842e-09,-1.34944386579954e-08
99.40000000000001,0.0794,0.001,2.890254873492425e-09,-1.34944386579954e-08
99.5,0.07949999999999999,0.001,2.902430518039822e-09,-1.34944386579954e-08
99.59999999999999,0.07959999999999998,0.001,2.914592290477222e-09,-1.34944386579954e-08
99.7,0.07969999999999999,0.001,2.926740217404435e-09,-1.34944386579954e-08
99.8,0.07979999999999998,0.001,2.9388743253948e-09,-1.34944386579954e-08
99.90000000000001,0.0799,0.001,2.950994640995156e-09,-1.34944386579954e-08
100,0.07999999999999999,0.001,2.963101190725734e-09,-1.34944386579954e-08
100,0.07999999999999999,0.001,2.963101190725734e-09,-1.34944386579954e-08
